,Date,Open,High,Low,Close,Volume
38,2023-02-23,1.06027,1.06277,1.05771,1.0594,67013
39,2023-02-24,1.05939,1.06143,1.0536,1.05439,78184
40,2023-02-27,1.05459,1.06197,1.05329,1.06084,68574
41,2023-02-28,1.06076,1.06449,1.05731,1.05741,69221
42,2023-03-01,1.05742,1.06915,1.05654,1.06682,80970
43,2023-03-02,1.06675,1.06728,1.05764,1.05959,76384
44,2023-03-03,1.05958,1.06386,1.05882,1.0632,62450
45,2023-03-06,1.06271,1.06942,1.06219,1.06825,58976
46,2023-03-07,1.06801,1.06943,1.0546,1.0548,77177
47,2023-03-08,1.05474,1.05737,1.05242,1.05419,68652
48,2023-03-09,1.05419,1.05911,1.05352,1.05811,62502
49,2023-03-10,1.05797,1.07001,1.05738,1.0637,104985
50,2023-03-13,1.06988,1.07485,1.065,1.07267,126291
51,2023-03-14,1.07265,1.07495,1.06787,1.07296,100577
52,2023-03-15,1.0729899999999999,1.07598,1.05161,1.05754,111914
53,2023-03-16,1.05754,1.06355,1.05512,1.06122,106330
54,2023-03-17,1.06122,1.06851,1.06076,1.06633,71129
55,2023-03-20,1.0683,1.07308,1.06311,1.07188,88210
56,2023-03-21,1.07187,1.07881,1.07041,1.07675,64167
57,2023-03-22,1.07675,1.08786,1.07589,1.08566,41380
58,2023-03-23,1.08564,1.09293,1.08241,1.08317,75774
59,2023-03-24,1.08317,1.08372,1.0713300000000001,1.07574,73658
60,2023-03-27,1.07712,1.08,1.0745,1.07985,61061
61,2023-03-28,1.07976,1.08485,1.07935,1.08445,57805
62,2023-03-29,1.08437,1.08711,1.08176,1.08444,56120
63,2023-03-30,1.08439,1.09261,1.08234,1.09054,56967
64,2023-03-31,1.09052,1.09257,1.08368,1.08413,59968
65,2023-04-03,1.08412,1.09166,1.07881,1.09024,66223
66,2023-04-04,1.09024,1.09731,1.08828,1.09564,59027
67,2023-04-05,1.09552,1.09695,1.08908,1.09071,57333
68,2023-04-06,1.09057,1.09375,1.08846,1.0921,47200
69,2023-04-07,1.09208,1.09239,1.0876,1.08972,18526
70,2023-04-10,1.0903100000000001,1.09171,1.08312,1.08609,36444
71,2023-04-11,1.0860400000000001,1.09278,1.08506,1.09123,48649
72,2023-04-12,1.09121,1.10002,1.09094,1.09896,56119
73,2023-04-13,1.09898,1.10677,1.09766,1.10467,54623
74,2023-04-14,1.10463,1.10757,1.09724,1.09934,55963
75,2023-04-17,1.09927,1.09997,1.09091,1.09269,52674
76,2023-04-18,1.0925799999999999,1.09828,1.09223,1.09729,48222
77,2023-04-19,1.09721,1.0984,1.09173,1.09552,52577
78,2023-04-20,1.09547,1.09895,1.09333,1.09697,53166
79,2023-04-21,1.09685,1.09937,1.0937999999999999,1.09883,53049
80,2023-04-24,1.0989,1.105,1.0965799999999999,1.10449,46046
81,2023-04-25,1.1045,1.1067,1.09642,1.09743,52003
82,2023-04-26,1.09728,1.10953,1.09684,1.10398,67202
83,2023-04-27,1.10396,1.10633,1.0992,1.10283,61853
84,2023-04-28,1.1026799999999999,1.10449,1.09624,1.10159,72349
85,2023-05-01,1.10188,1.10354,1.09644,1.09764,41743
86,2023-05-02,1.09763,1.10079,1.09419,1.09993,55756
87,2023-05-03,1.09994,1.10914,1.09982,1.10599,59812
88,2023-05-04,1.10591,1.10911,1.0985800000000001,1.10128,73745
89,2023-05-05,1.10123,1.10478,1.09667,1.10178,51473
90,2023-05-08,1.10187,1.10536,1.1,1.10031,40214
91,2023-05-09,1.10027,1.10049,1.0941,1.09598,48082
92,2023-05-10,1.09604,1.10068,1.09416,1.09829,54882
93,2023-05-11,1.09821,1.0998,1.09001,1.09151,61065
94,2023-05-12,1.0915,1.09355,1.08478,1.08494,49313
95,2023-05-15,1.0853,1.08907,1.08322,1.08741,40943
96,2023-05-16,1.08735,1.09045,1.08548,1.08612,48578
97,2023-05-17,1.08615,1.08734,1.08103,1.08381,47386
98,2023-05-18,1.0838,1.0848,1.07625,1.07703,48814
99,2023-05-19,1.077,1.08287,1.076,1.08052,54544
100,2023-05-22,1.08059,1.08312,1.07953,1.0812599999999999,52390
101,2023-05-23,1.08114,1.08206,1.07602,1.077,57016
102,2023-05-24,1.077,1.08012,1.0748199999999999,1.07486,57950
103,2023-05-25,1.07492,1.07567,1.07074,1.07241,56025
104,2023-05-26,1.07239,1.07585,1.07016,1.07245,54710
105,2023-05-29,1.07233,1.07434,1.07053,1.07085,22392
106,2023-05-30,1.07089,1.07465,1.06724,1.07336,52347
107,2023-05-31,1.07323,1.07357,1.06351,1.06884,62269
108,2023-06-01,1.0688,1.07684,1.06618,1.07618,60661
109,2023-06-02,1.07617,1.0779,1.07048,1.0707200000000001,50130
110,2023-06-05,1.07083,1.07224,1.06745,1.07115,49984
111,2023-06-06,1.07115,1.07329,1.06669,1.06917,48563
112,2023-06-07,1.06918,1.07397,1.06683,1.06979,47228
113,2023-06-08,1.06972,1.07869,1.0695000000000001,1.07818,50220
114,2023-06-09,1.07813,1.07851,1.07426,1.07481,46832
115,2023-06-12,1.0748199999999999,1.079,1.07331,1.07576,47967
116,2023-06-13,1.07571,1.08235,1.07506,1.07924,56945
117,2023-06-14,1.07927,1.08639,1.07738,1.08311,56096
118,2023-06-15,1.08308,1.09524,1.08036,1.09449,49366
119,2023-06-16,1.09444,1.09705,1.09177,1.09404,52278
120,2023-06-19,1.09326,1.09463,1.09071,1.09199,33756
121,2023-06-20,1.09202,1.09462,1.08921,1.09176,50561
122,2023-06-21,1.09174,1.09909,1.09055,1.09864,56640
123,2023-06-22,1.09861,1.10122,1.09484,1.09547,53224
124,2023-06-23,1.0955,1.09585,1.08443,1.08944,62538
125,2023-06-26,1.09008,1.092,1.08872,1.09042,50551
126,2023-06-27,1.09042,1.09767,1.09018,1.096,56299
127,2023-06-28,1.09598,1.09622,1.08969,1.09121,59047
128,2023-06-29,1.09122,1.09413,1.08602,1.08636,58607
129,2023-06-30,1.08635,1.09318,1.08352,1.09098,59709
130,2023-07-03,1.09105,1.09339,1.08699,1.09139,43795
131,2023-07-04,1.0913,1.09163,1.08763,1.08774,29472
132,2023-07-05,1.08782,1.09079,1.08508,1.08527,51197
133,2023-07-06,1.08529,1.09006,1.08336,1.08918,65110
134,2023-07-07,1.08906,1.09732,1.08669,1.09679,63695
135,2023-07-10,1.0958,1.1001400000000001,1.09434,1.10007,61992
136,2023-07-11,1.10006,1.1027,1.09769,1.10078,59951
137,2023-07-12,1.10069,1.11402,1.10039,1.11309,73728
138,2023-07-13,1.11303,1.12279,1.11272,1.12255,68382
139,2023-07-14,1.12239,1.12448,1.12041,1.12245,71550
140,2023-07-17,1.1223,1.12488,1.12031,1.12391,61720
141,2023-07-18,1.12382,1.12756,1.12088,1.12276,84371
142,2023-07-19,1.12273,1.124,1.11742,1.12022,85393
143,2023-07-20,1.12003,1.1229,1.11183,1.11289,82244
144,2023-07-21,1.11294,1.11449,1.11077,1.1125,71743
145,2023-07-24,1.11232,1.11469,1.10602,1.1064,82374
146,2023-07-25,1.10638,1.10868,1.1020699999999999,1.10541,72751
147,2023-07-26,1.10535,1.11067,1.10378,1.10856,95396
148,2023-07-27,1.10843,1.11496,1.0965799999999999,1.09754,113962
149,2023-07-28,1.09753,1.10475,1.09436,1.10135,118627
150,2023-07-31,1.1013600000000001,1.10458,1.09934,1.09968,75110
151,2023-08-01,1.0996,1.1003,1.09523,1.09838,68297
152,2023-08-02,1.09832,1.10192,1.09177,1.09382,88311
153,2023-08-03,1.09379,1.09628,1.09122,1.09489,90761
154,2023-08-04,1.09469,1.10419,1.09346,1.10036,88124
155,2023-08-07,1.1011,1.1014599999999999,1.09654,1.1002,63957
156,2023-08-08,1.1002,1.1011,1.09291,1.09558,74303
157,2023-08-09,1.09549,1.09953,1.09501,1.0973,62618
158,2023-08-10,1.09738,1.10653,1.09672,1.09799,94788
159,2023-08-11,1.09802,1.10048,1.09429,1.09444,76684
160,2023-08-14,1.09484,1.09602,1.08745,1.09063,78490
161,2023-08-15,1.09056,1.09523,1.08967,1.09036,98169
162,2023-08-16,1.09033,1.09345,1.08715,1.08786,89196
163,2023-08-17,1.08774,1.09186,1.08564,1.08716,94556
164,2023-08-18,1.087,1.08938,1.08449,1.08679,78017
165,2023-08-21,1.0867,1.09137,1.0867,1.08949,72774
166,2023-08-22,1.08937,1.09303,1.08329,1.08458,64661
167,2023-08-23,1.08444,1.08715,1.08024,1.08621,89274
168,2023-08-24,1.08622,1.08765,1.08049,1.08097,79145
169,2023-08-25,1.08095,1.08417,1.07657,1.0793,94948
170,2023-08-28,1.07944,1.08223,1.07933,1.08182,61004
171,2023-08-29,1.08173,1.0892,1.07821,1.08782,85475
172,2023-08-30,1.08768,1.09454,1.0855,1.09226,85598
173,2023-08-31,1.09217,1.09394,1.0835,1.08425,83071
174,2023-09-01,1.08418,1.08819,1.07714,1.0772599999999999,94964
175,2023-09-04,1.07749,1.08088,1.07714,1.07958,37893
176,2023-09-05,1.07945,1.07984,1.07061,1.07212,81754
177,2023-09-06,1.07214,1.07488,1.07023,1.07264,79236
178,2023-09-07,1.07254,1.07317,1.0686,1.0695000000000001,73165
179,2023-09-08,1.06953,1.07437,1.06941,1.06992,71284
180,2023-09-11,1.07127,1.07592,1.0707200000000001,1.07495,74089
181,2023-09-12,1.0749,1.07687,1.07054,1.07557,66096
182,2023-09-13,1.0755,1.07648,1.07109,1.07292,90309
183,2023-09-14,1.0729,1.07521,1.06317,1.06431,96429
184,2023-09-15,1.06421,1.06877,1.06331,1.06574,76459
185,2023-09-18,1.06579,1.06988,1.06546,1.06912,58276
186,2023-09-19,1.06896,1.07179,1.06751,1.06785,64390
187,2023-09-20,1.06781,1.07368,1.065,1.06592,86584
188,2023-09-21,1.06593,1.06736,1.06168,1.06602,93177
189,2023-09-22,1.06593,1.06717,1.06149,1.06422,80754
190,2023-09-25,1.06499,1.06554,1.05754,1.05925,64349
191,2023-09-26,1.05926,1.06089,1.05617,1.05716,68114
192,2023-09-27,1.05711,1.05741,1.0488,1.05021,76291
193,2023-09-28,1.05027,1.0579,1.04904,1.05656,85135
194,2023-09-29,1.05644,1.0617,1.0558,1.05728,89389
195,2023-10-02,1.05658,1.05917,1.04774,1.04774,77488
196,2023-10-03,1.04777,1.04935,1.04482,1.04662,90033
197,2023-10-04,1.04655,1.05322,1.04512,1.05036,89721
198,2023-10-05,1.05035,1.05517,1.05,1.05502,96352
199,2023-10-06,1.05492,1.06001,1.04825,1.0585,99710
200,2023-10-09,1.05493,1.05743,1.05194,1.05662,90571
201,2023-10-10,1.05662,1.06198,1.05543,1.06041,110915
202,2023-10-11,1.06036,1.06347,1.05796,1.06176,105529
203,2023-10-12,1.06172,1.06397,1.05257,1.05278,94910
204,2023-10-13,1.05276,1.05584,1.04955,1.05071,91006
205,2023-10-16,1.05075,1.05627,1.05055,1.05585,69024
206,2023-10-17,1.05585,1.05948,1.05329,1.05756,93732
207,2023-10-18,1.05752,1.05942,1.05231,1.05353,96991
208,2023-10-19,1.05353,1.06166,1.05281,1.05807,121729
209,2023-10-20,1.05813,1.06036,1.05649,1.05938,91007
210,2023-10-23,1.0591,1.06778,1.05714,1.0668,89280
211,2023-10-24,1.06673,1.06941,1.05829,1.05901,94651
212,2023-10-25,1.059,1.06067,1.05651,1.05656,85610
213,2023-10-26,1.05653,1.05692,1.0521,1.05631,102053
214,2023-10-27,1.05609,1.0597,1.05353,1.05644,93029
215,2023-10-30,1.05655,1.06251,1.0547,1.06146,83113
216,2023-10-31,1.06147,1.06747,1.05575,1.05742,102847
217,2023-11-01,1.05749,1.05806,1.05167,1.05697,112784
218,2023-11-02,1.05703,1.06675,1.05703,1.06209,96723
219,2023-11-03,1.06209,1.07466,1.06147,1.07308,98130
220,2023-11-06,1.07229,1.07563,1.07158,1.0717,75081
221,2023-11-07,1.07167,1.07226,1.06641,1.06993,85861
222,2023-11-08,1.06991,1.0716,1.06593,1.07086,82831
223,2023-11-09,1.07077,1.0725500000000001,1.066,1.06674,94788
224,2023-11-10,1.0667,1.06926,1.06561,1.0683799999999999,83998
225,2023-11-13,1.06809,1.07063,1.0665,1.06986,69645
226,2023-11-14,1.06977,1.08874,1.06928,1.08785,97728
227,2023-11-15,1.08781,1.08854,1.08315,1.08467,97790
228,2023-11-16,1.08457,1.08955,1.08299,1.08524,87336
229,2023-11-17,1.08506,1.09138,1.08247,1.09113,87751
230,2023-11-20,1.09088,1.09519,1.08975,1.09394,81785
231,2023-11-21,1.09392,1.0965,1.09001,1.09101,89805
232,2023-11-22,1.09094,1.09228,1.08523,1.08879,92410
233,2023-11-23,1.08866,1.09306,1.08829,1.09058,48690
234,2023-11-24,1.09053,1.09484,1.0895,1.09348,65136
235,2023-11-27,1.09386,1.09592,1.09251,1.09539,80281
236,2023-11-28,1.09537,1.10089,1.09344,1.09944,93284
237,2023-11-29,1.09937,1.10172,1.096,1.09691,107102
238,2023-11-30,1.0969,1.0984,1.08794,1.08877,112871
239,2023-12-01,1.08865,1.09127,1.08287,1.08782,114549
240,2023-12-04,1.08771,1.0895,1.0804,1.08356,115977
241,2023-12-05,1.08341,1.08474,1.0778,1.07977,113773
242,2023-12-06,1.0796999999999999,1.08047,1.07586,1.07636,98138
243,2023-12-07,1.07636,1.08176,1.0755,1.07923,113073
244,2023-12-08,1.0792,1.08007,1.07233,1.0756000000000001,123239
245,2023-12-11,1.07558,1.0779,1.07415,1.07637,82056
246,2023-12-12,1.07629,1.08275,1.07552,1.07939,95956
247,2023-12-13,1.0793,1.08965,1.07731,1.08745,109492
248,2023-12-14,1.08738,1.10091,1.08716,1.09909,149209
249,2023-12-15,1.09914,1.10037,1.08885,1.08933,119692
250,2023-12-18,1.08948,1.09312,1.08919,1.09229,84367
251,2023-12-19,1.09213,1.09874,1.09148,1.09802,92620
252,2023-12-20,1.09801,1.09824,1.09297,1.09428,90853
253,2023-12-21,1.09416,1.1012,1.09352,1.10115,103294
254,2023-12-22,1.10105,1.10403,1.09847,1.10131,94654
255,2023-12-26,1.1004,1.10449,1.1003,1.10414,40058
256,2023-12-27,1.10412,1.11227,1.10284,1.11058,70654
257,2023-12-28,1.11048,1.11394,1.1055,1.10618,77904
258,2023-12-29,1.10615,1.10844,1.10342,1.10364,83949
