time,open,high,low,close,tick_volume,spread,real_volume
2025-04-08 12:00:00,3007.34,3019.44,2994.74,3002.46,40944,20,0
2025-04-08 16:00:00,3002.53,3022.64,2984.36,2986.06,76543,20,0
2025-04-08 20:00:00,2986.07,2992.3,2974.77,2982.55,52922,20,0
2025-04-09 00:00:00,2982.39,2990.93,2969.93,2980.2,29633,20,0
2025-04-09 04:00:00,2980.35,3014.07,2972.35,3012.24,64618,18,0
2025-04-09 08:00:00,3012.24,3052.2,3005.34,3044.13,65066,20,0
2025-04-09 12:00:00,3044.08,3072.98,3035.84,3047.48,64419,20,0
2025-04-09 16:00:00,3047.79,3094.83,3047.24,3092.3,75402,20,0
2025-04-09 20:00:00,3092.48,3099.42,3048.57,3080.12,75340,20,0
2025-04-10 00:00:00,3080.0,3101.25,3071.42,3097.38,26206,20,0
2025-04-10 04:00:00,3097.55,3131.89,3078.43,3125.21,54396,20,0
2025-04-10 08:00:00,3125.3,3132.59,3104.6,3104.93,48491,20,0
2025-04-10 12:00:00,3104.96,3133.88,3103.37,3123.04,48637,20,0
2025-04-10 16:00:00,3123.39,3174.95,3116.09,3158.48,77786,19,0
2025-04-10 20:00:00,3158.47,3176.36,3151.53,3174.75,42048,20,0
2025-04-11 00:00:00,3179.34,3217.94,3177.1,3205.45,33194,20,0
2025-04-11 04:00:00,3205.31,3220.05,3201.0,3208.48,59519,20,0
2025-04-11 08:00:00,3208.59,3227.24,3187.12,3215.86,68064,20,0
2025-04-11 12:00:00,3215.9,3237.77,3210.11,3233.59,55257,20,0
2025-04-11 16:00:00,3233.77,3245.41,3219.54,3223.32,77889,20,0
2025-04-11 20:00:00,3223.34,3238.29,3223.34,3238.26,36835,20,0
2025-04-14 00:00:00,3221.98,3227.31,3213.65,3220.87,23728,20,0
2025-04-14 04:00:00,3220.9,3245.77,3215.28,3227.3,42780,20,0
2025-04-14 08:00:00,3227.24,3238.07,3216.48,3227.04,37402,20,0
2025-04-14 12:00:00,3227.03,3231.7,3200.6,3206.63,42377,20,0
2025-04-14 16:00:00,3206.6,3215.56,3193.49,3207.5,60544,20,0
2025-04-14 20:00:00,3207.56,3216.44,3201.28,3210.99,26243,20,0
2025-04-15 00:00:00,3212.07,3215.27,3210.29,3211.89,9775,20,0
2025-04-15 04:00:00,3211.85,3232.54,3209.96,3231.75,27712,20,0
2025-04-15 08:00:00,3231.77,3232.17,3217.24,3227.66,31105,20,0
2025-04-15 12:00:00,3227.67,3230.07,3214.3,3221.47,27120,20,0
2025-04-15 16:00:00,3221.47,3226.92,3211.61,3221.51,47139,20,0
2025-04-15 20:00:00,3221.5,3233.57,3220.39,3230.29,24497,18,0
2025-04-16 00:00:00,3230.78,3267.98,3230.67,3264.36,20151,20,0
2025-04-16 04:00:00,3264.36,3287.67,3255.82,3283.67,42098,20,0
2025-04-16 08:00:00,3283.66,3317.91,3283.62,3306.95,51887,20,0
2025-04-16 12:00:00,3306.99,3313.63,3293.14,3307.28,38586,20,0
2025-04-16 16:00:00,3307.25,3332.98,3296.77,3327.35,58739,20,0
2025-04-16 20:00:00,3327.35,3342.43,3324.37,3341.54,34530,20,0
2025-04-17 00:00:00,3348.98,3357.74,3341.87,3345.32,19806,20,0
2025-04-17 04:00:00,3345.32,3356.21,3320.77,3341.56,47369,20,0
2025-04-17 08:00:00,3341.62,3345.46,3312.6,3324.24,42007,20,0
2025-04-17 12:00:00,3324.16,3342.34,3320.57,3328.12,34064,20,0
2025-04-17 16:00:00,3328.12,3332.09,3283.93,3316.21,76779,20,0
2025-04-17 20:00:00,3316.2,3328.86,3310.95,3327.82,30798,20,0
